time,P,I,D,ds,left speed,right speed
183,-4992.631531,-0.000000,254934.310913,200.000000,200.000000,600.000000
184,-5150.000000,-0.000000,-491776.466370,-200.000000,600.000000,200.000000
185,-5162.105408,-0.000000,-37829.399109,-200.000000,600.000000,200.000000
186,-5101.052551,-0.000000,190790.176392,200.000000,200.000000,600.000000
187,-5184.210510,-0.000000,-259868.621826,-200.000000,600.000000,200.000000
188,-5036.315918,-0.000000,462170.600891,200.000000,200.000000,600.000000
189,-5108.947449,-0.000000,-226973.533630,-200.000000,600.000000,200.000000
190,-5091.578979,-0.000000,54276.466370,200.000000,200.000000,600.000000
191,-5060.000000,-0.000000,98684.310913,200.000000,200.000000,600.000000
192,-5025.263062,-0.000000,108552.932739,200.000000,200.000000,600.000000
193,-5162.105408,-0.000000,-427632.331848,-200.000000,600.000000,200.000000
194,-5238.421021,-0.000000,-238486.289978,-200.000000,600.000000,200.000000
195,-5278.947449,-0.000000,-126645.088196,-200.000000,600.000000,200.000000
196,-5147.894592,-0.000000,409540.176392,200.000000,200.000000,600.000000
197,-5205.263062,-0.000000,-179276.466370,-200.000000,600.000000,200.000000
198,-5107.368469,-0.000000,305920.600891,200.000000,200.000000,600.000000
199,-5144.736938,-0.000000,-116776.466370,-200.000000,600.000000,200.000000
200,-5081.578979,-0.000000,197368.621826,200.000000,200.000000,600.000000
201,-5112.105408,-0.000000,-95395.088196,-200.000000,600.000000,200.000000
202,-5010.000000,-0.000000,319079.399109,200.000000,200.000000,600.000000
203,-5109.473572,-0.000000,-310854.911804,-200.000000,600.000000,200.000000
204,-5014.210510,-0.000000,297697.067261,200.000000,200.000000,600.000000
205,-4924.736938,-0.000000,279604.911804,200.000000,200.000000,600.000000
206,-5045.789490,-0.000000,-378289.222717,-200.000000,600.000000,200.000000
207,-5093.157959,-0.000000,-148026.466370,-200.000000,600.000000,200.000000
208,-5013.684082,-0.000000,248355.865479,200.000000,200.000000,600.000000
209,-5102.105408,-0.000000,-276316.642761,-200.000000,600.000000,200.000000
210,-5011.578979,-0.000000,282895.088196,200.000000,200.000000,600.000000
211,-5015.789490,-0.000000,-13157.844543,-200.000000,600.000000,200.000000
212,-4980.000000,-0.000000,111842.155457,200.000000,200.000000,600.000000
213,-5097.368469,-0.000000,-366776.466370,-200.000000,600.000000,200.000000
214,-4873.684082,-0.000000,699013.710022,200.000000,200.000000,600.000000
215,-5001.052551,-0.000000,-398026.466370,-200.000000,600.000000,200.000000
